#number0#
-1, -1, 1, 1, 1, 1, -1, -1
-1, 1, 1, 1, 1, 1, 1, -1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
-1, 1, 1, 1, 1, 1, 1, -1
-1, -1, 1, 1, 1, 1, -1, -1
#number1#
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, 1, 1, 1, 1, -1, -1, -1
-1, 1, 1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, 1, 1, 1, 1, 1, 1, -1
-1, 1, 1, 1, 1, 1, 1, -1
#number2#
-1, -1, 1, 1, 1, 1, -1, -1
-1, 1, 1, 1, 1, 1, 1, -1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
-1, -1, -1, -1, -1, 1, 1, -1
-1, -1, -1, -1, 1, 1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, 1, 1, -1, -1, -1, -1
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
#number3#
1, 1, 1, 1, 1, 1, -1, -1
1, 1, 1, 1, 1, 1, 1, -1
-1, -1, -1, -1, -1, -1, 1, 1
-1, -1, -1, -1, -1, -1, 1, 1
-1, -1, -1, -1, 1, 1, 1, -1
-1, -1, -1, -1, 1, 1, 1, -1
-1, -1, -1, -1, -1, -1, 1, 1
-1, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 1, 1, 1, -1
1, 1, 1, 1, 1, 1, -1, -1
#number4#
1, 1, -1, -1, 1, 1, -1, -1
1, 1, -1, -1, 1, 1, -1, -1
1, 1, -1, -1, 1, 1, -1, -1
1, 1, -1, -1, 1, 1, -1, -1
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
-1, -1, -1, -1, 1, 1, -1, -1
-1, -1, -1, -1, 1, 1, -1, -1
-1, -1, -1, -1, 1, 1, -1, -1
-1, -1, -1, -1, 1, 1, -1, -1
#number5#
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
1, 1, -1, -1, -1, -1, -1, -1
1, 1, -1, -1, -1, -1, -1, -1
1, 1, 1, 1, 1, 1, -1, -1
1, 1, 1, 1, 1, 1, 1, -1
-1, -1, -1, -1, -1, -1, 1, 1
-1, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 1, 1, 1, -1
1, 1, 1, 1, 1, 1, -1, -1
#number6#
-1, -1, 1, 1, 1, 1, 1, 1
-1, 1, 1, 1, 1, 1, 1, 1
1, 1, -1, -1, -1, -1, -1, -1
1, 1, -1, -1, -1, -1, -1, -1
1, 1, 1, 1, 1, 1, -1, -1
1, 1, 1, 1, 1, 1, 1, -1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 1, 1, 1, -1
-1, 1, 1, 1, 1, 1, -1, -1
#number7#
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
-1, -1, -1, -1, -1, -1, 1, 1
-1, -1, -1, -1, -1, 1, 1, 1
-1, -1, -1, -1, 1, 1, 1, -1
-1, -1, -1, 1, 1, 1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
-1, -1, -1, 1, 1, -1, -1, -1
#number8#
-1, -1, 1, 1, 1, 1, -1, -1
-1, 1, 1, 1, 1, 1, 1, -1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
-1, 1, 1, 1, 1, 1, 1, -1
-1, 1, 1, 1, 1, 1, 1, -1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
-1, 1, 1, 1, 1, 1, 1, -1
-1, -1, 1, 1, 1, 1, -1, -1
#number9#
-1, -1, 1, 1, 1, 1, -1, -1
-1, 1, 1, 1, 1, 1, 1, -1
1, 1, -1, -1, -1, -1, 1, 1
1, 1, -1, -1, -1, -1, 1, 1
-1, 1, 1, 1, 1, 1, 1, 1
-1, -1, 1, 1, 1, 1, 1, 1
-1, -1, -1, -1, -1, -1, 1, 1
-1, -1, -1, -1, -1, -1, 1, 1
1, 1, 1, 1, 1, 1, 1, -1
1, 1, 1, 1, 1, 1, -1, -1
#end of file#
